name,parent,LABEL,DESCRIPTION,LEAD,PARTICIPANTS,LINE,TYPE,ICON,LINK,WIDTH,HEIGHT,LINK_TYPE,LEN,POSITION2,POSITION1
3.2.15.01.02.00.00.00,3.2.15.01.00.00.00.00,Provide further info as required,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Process,,javascript:void(0),233,15,none,32,15,-245
3.2.15.02.00.00.00.00,3.2.15.00.00.00.00.00,Begin Appointment of Safety Manager & other key personnel,Appointment of Safety Manager and other key personnel as required to ensure the project HSSE is implemented from day 1 of Project Execution,"15-(HSSE) Health, Safety, Security Environment; ",N/A; ,lavender,Process,,javascript:void(0),414,15,none,57,15,-431
3.2.15.03.00.00.00.00,3.2.15.00.00.00.00.00,Preparation of HSSE project-specific programs,N/A; ,"15-(HSSE) Health, Safety, Security Environment; ",17-Construction & Project Management; ,lavender,Process,,javascript:void(0),327,15,none,45,15,-342
3.2.16.00.00.00.00.00,3.2.00.00.00.00.00.00,Engineering,N/A; ,16-Engineering; ,N/A; ,lavender,Division,,javascript:void(0),80,15,none,11,15,-88
3.2.16.01.00.00.00.00,3.2.16.00.00.00.00.00,Post-Bid Clarifications,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Header,,javascript:void(0),167,15,none,23,15,-178
3.2.16.01.01.00.00.00,3.2.16.01.00.00.00.00,Support RFI from client,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Process,,javascript:void(0),167,15,none,23,15,-178
3.2.16.01.02.00.00.00,3.2.16.01.00.00.00.00,Provide further info as required,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Process,,javascript:void(0),233,15,none,32,15,-245
3.2.16.02.00.00.00.00,3.2.16.00.00.00.00.00,Initial input for PEP Preparation,N/A; ,4-Commercial; ,8-Project Controls; 13-Quality; 14-Human Ressources; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lavender,Header,,javascript:void(0),240,15,none,33,15,-252
3.2.16.02.01.00.00.00,3.2.16.02.00.00.00.00,Quality Management Program,N/A; ,4-Commercial; ,8-Project Controls; 13-Quality; 14-Human Ressources; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lavender,Process,,javascript:void(0),189,15,none,26,15,-200
3.2.16.02.01.00.00.00,3.2.16.02.00.00.00.00,Project Quality Control Plan,N/A; ,4-Commercial; ,8-Project Controls; 13-Quality; 14-Human Ressources; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lavender,Process,,javascript:void(0),204,15,none,28,15,-215
3.2.16.03.00.00.00.00,3.2.16.00.00.00.00.00,Early Works Design,N/A; ,16-Engineering; ,N/A; ,lavender,Process,,javascript:void(0),131,15,none,18,15,-141
3.2.17.00.00.00.00.00,3.2.00.00.00.00.00.00,Construction & Project Management,N/A; ,17-Construction & Project Management; ,N/A; ,lavender,Division,,http://infozone.snclavalin.com/en/files/1550-en.pdf,240,15,new,33,15,-252
3.2.17.01.00.00.00.00,3.2.17.00.00.00.00.00,Post-Bid Clarifications,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Header,,javascript:void(0),167,15,none,23,15,-178
3.2.17.01.01.00.00.00,3.2.17.01.00.00.00.00,Support RFI from client,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Process,,javascript:void(0),167,15,none,23,15,-178
3.2.17.01.02.00.00.00,3.2.17.01.00.00.00.00,Provide further info as required,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Process,,javascript:void(0),233,15,none,32,15,-245
3.2.17.02.00.00.00.00,3.2.17.00.00.00.00.00,Preparation of HSSE project-specific programs,N/A; ,"15-(HSSE) Health, Safety, Security Environment; ",17-Construction & Project Management; ,lavender,Process,,javascript:void(0),327,15,none,45,15,-342
3.2.17.03.00.00.00.00,3.2.17.00.00.00.00.00,Initial input for PEP Preparation,N/A; ,4-Commercial; ,8-Project Controls; 13-Quality; 14-Human Ressources; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lavender,Header,,javascript:void(0),240,15,none,33,15,-252
3.2.17.03.01.00.00.00,3.2.17.03.00.00.00.00,Quality Management Program,N/A; ,4-Commercial; ,8-Project Controls; 13-Quality; 14-Human Ressources; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lavender,Process,,javascript:void(0),189,15,none,26,15,-200
3.2.17.03.02.00.00.00,3.2.17.03.00.00.00.00,Project Quality Control Plan,N/A; ,4-Commercial; ,8-Project Controls; 13-Quality; 14-Human Ressources; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lavender,Process,,javascript:void(0),204,15,none,28,15,-215
3.2.17.04.00.00.00.00,3.2.17.00.00.00.00.00,Finalize Constructability Strategy,N/A; ,17-Construction & Project Management; ,N/A; ,lavender,Action/Decision,,javascript:void(0),247,16,none,34,16,-260
3.2.18.00.00.00.00.00,3.2.00.00.00.00.00.00,Operations & Maintenance,N/A; ,18-Operations & Maintenance; ,N/A; ,lavender,Division,,javascript:void(0),174,15,none,24,15,-185
3.2.18.01.00.00.00.00,3.2.18.00.00.00.00.00,Post-Bid Clarifications,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Header,,javascript:void(0),167,15,none,23,15,-178
3.2.18.01.01.00.00.00,3.2.18.01.00.00.00.00,Support RFI from client,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Process,,javascript:void(0),167,15,none,23,15,-178
3.2.18.01.02.00.00.00,3.2.18.01.00.00.00.00,Provide further info as required,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Process,,javascript:void(0),233,15,none,32,15,-245
3.2.18.02.00.00.00.00,3.2.18.00.00.00.00.00,Initial input for PEP Preparation,N/A; ,4-Commercial; ,8-Project Controls; 13-Quality; 14-Human Ressources; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lavender,Header,,javascript:void(0),240,15,none,33,15,-252
3.2.18.02.01.00.00.00,3.2.18.02.00.00.00.00,Quality Management Program,N/A; ,4-Commercial; ,8-Project Controls; 13-Quality; 14-Human Ressources; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lavender,Process,,javascript:void(0),189,15,none,26,15,-200
3.2.18.02.02.00.00.00,3.2.18.02.00.00.00.00,Project Quality Control Plan,N/A; ,4-Commercial; ,8-Project Controls; 13-Quality; 14-Human Ressources; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ,lavender,Process,,javascript:void(0),204,15,none,28,15,-215
3.2.19.00.00.00.00.00,3.2.00.00.00.00.00.00,Finance,N/A; ,19-Finance; ,N/A; ,lavender,Division,,javascript:void(0),51,15,none,7,15,-59
3.2.19.01.00.00.00.00,3.2.19.00.00.00.00.00,Post-Bid Clarifications,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Header,,javascript:void(0),167,15,none,23,15,-178
3.2.19.01.01.00.00.00,3.2.19.01.00.00.00.00,Support bid team ,Support bid team for any requests requiring financial analysis/assistance,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Process,,javascript:void(0),124,15,none,17,15,-133
3.2.19.01.02.00.00.00,3.2.19.01.00.00.00.00,Provide further info as required,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",lavender,Process,,javascript:void(0),233,15,none,32,15,-245
4.0.00.00.00.00.00.00,0.0.00.00.00.00.00.00,Prefered Proponent,Project Agreement Formation Phase 4 - Preferred Proponent,N/A; ,All;,lightgray,Phase,,https://spl.snclavalin.com/business/BCPortal/_layouts/15/start.aspx#/,131,15,new,18,15,-141
4.1.00.00.00.00.00.00,4.0.00.00.00.00.00.00,V - Prefered Proponent,Preferred Proponent Nomination,N/A; ,N/A; ,steelblue,Section,,javascript:void(0),160,15,none,22,15,-170
4.1.02.00.00.00.00.00,4.1.00.00.00.00.00.00,Capital/Equity,N/A; ,2-Capital / Equity; ,N/A; ,steelblue,Division,,javascript:void(0),102,15,none,14,15,-111
4.1.02.01.00.00.00.00,4.1.02.00.00.00.00.00,Post-Bid Finalization,N/A; ,2-Capital / Equity; ,4-Commercial; 5-Legal; ,steelblue,Header,,javascript:void(0),153,15,none,21,15,-163
4.1.02.01.01.00.00.00,4.1.02.01.00.00.00.00,Closing Agenda,N/A; ,2-Capital / Equity; ,4-Commercial; 5-Legal; ,steelblue,Action/Decision,,javascript:void(0),102,15,none,14,15,-111
4.1.02.01.02.00.00.00,4.1.02.01.00.00.00.00,Finalizing Project Agreements,N/A; ,2-Capital / Equity; ,4-Commercial; 5-Legal; ,steelblue,Action/Decision,,javascript:void(0),211,15,none,29,15,-223
4.1.02.02.00.00.00.00,4.1.02.00.00.00.00.00,RFI Support,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ",steelblue,Header,,javascript:void(0),80,15,none,11,15,-88
4.1.02.02.01.00.00.00,4.1.02.02.00.00.00.00,Support RFI from client,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",steelblue,Process,,javascript:void(0),167,15,none,23,15,-178
4.1.02.02.02.00.00.00,4.1.02.02.00.00.00.00,Provide further info as required,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",steelblue,Process,,javascript:void(0),233,15,none,32,15,-245
4.1.02.03.00.00.00.00,4.1.02.00.00.00.00.00,Financial Close,N/A; ,2-Capital / Equity; ,N/A; ,steelblue,Header,,javascript:void(0),109,15,none,15,15,-118
4.1.02.03.01.00.00.00,4.1.02.03.00.00.00.00,Purchasing Insurance,N/A; ,2-Capital / Equity; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),145,15,none,20,15,-155
4.1.02.03.02.00.00.00,4.1.02.03.00.00.00.00,Opening Bank Accounts,N/A; ,2-Capital / Equity; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),153,15,none,21,15,-163
4.1.02.03.03.00.00.00,4.1.02.03.00.00.00.00,Finalize SPV,N/A; ,2-Capital / Equity; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),87,15,none,12,15,-96
4.1.02.03.04.00.00.00,4.1.02.03.00.00.00.00,Employment Contracts,N/A; ,2-Capital / Equity; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),145,15,none,20,15,-155
4.1.02.04.00.00.00.00,4.1.02.00.00.00.00.00,Document Issuance,N/A; ,2-Capital / Equity; ,N/A; ,steelblue,Header,,javascript:void(0),124,15,none,17,15,-133
4.1.02.04.01.00.00.00,4.1.02.04.00.00.00.00,Issue PCG,N/A; ,2-Capital / Equity; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),65,15,none,9,15,-74
4.1.02.04.02.00.00.00,4.1.02.04.00.00.00.00,Letter of Credit,N/A; ,2-Capital / Equity; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),116,15,none,16,15,-126
4.1.02.04.03.00.00.00,4.1.02.04.00.00.00.00,Credit Documentation,N/A; ,2-Capital / Equity; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),145,15,none,20,15,-155
4.1.02.04.04.00.00.00,4.1.02.04.00.00.00.00,Insurance Binder,N/A; ,2-Capital / Equity; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),116,15,none,16,15,-126
4.1.03.00.00.00.00.00,4.1.00.00.00.00.00.00,Bus. Dev.,N/A; ,3-Business Development; ,N/A; ,steelblue,Division,,javascript:void(0),65,15,none,9,15,-74
4.1.03.01.00.00.00.00,4.1.03.00.00.00.00.00,Preparation of Bid Lessons Learned,N/A; ,3-Business Development; ,6-Pre-Construction / Bid Team; ,steelblue,Division,,javascript:void(0),247,15,none,34,15,-260
4.1.04.00.00.00.00.00,4.1.00.00.00.00.00.00,Commercial,N/A; ,4-Commercial; ,N/A; ,steelblue,Division,,javascript:void(0),73,15,none,10,15,-81
4.1.04.01.00.00.00.00,4.1.04.00.00.00.00.00,"""Document Preparation - DB, DE, O&M""",N/A; ,4-Commercial; ,5-Legal; ,steelblue,Header,,javascript:void(0),262,15,none,36,15,-275
4.1.04.01.01.00.00.00,4.1.04.01.00.00.00.00,Design-Build: Execution Phase Agreements,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Action/Decision,,javascript:void(0),291,15,none,40,15,-304
4.1.04.01.02.00.00.00,4.1.04.01.00.00.00.00,Design Engineer: Execution Phase Agreements,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Action/Decision,,javascript:void(0),313,15,none,43,15,-327
4.1.04.01.03.00.00.00,4.1.04.01.00.00.00.00,O&M: Execution Phase Agreements,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Action/Decision,,javascript:void(0),225,15,none,31,15,-237
4.1.04.02.00.00.00.00,4.1.04.00.00.00.00.00,RFI support,N/A; ,6-Pre-Construction / Bid Team; ,4-Commercial; ,steelblue,Header,,javascript:void(0),80,15,none,11,15,-88
4.1.04.02.01.00.00.00,4.1.04.02.00.00.00.00,Support RFI from client,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",steelblue,Process,,javascript:void(0),167,15,none,23,15,-178
4.1.04.02.02.00.00.00,4.1.04.02.00.00.00.00,Provide further info as required,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",steelblue,Process,,javascript:void(0),233,15,none,32,15,-245
4.1.04.03.00.00.00.00,4.1.04.00.00.00.00.00,RFI Support,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ",steelblue,Header,,javascript:void(0),80,15,none,11,15,-88
4.1.04.04.00.00.00.00,4.1.04.00.00.00.00.00,Document Preparation - Preferred Proponent,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Header,,javascript:void(0),305,15,none,42,15,-319
4.1.04.04.01.00.00.00,4.1.04.04.00.00.00.00,Commercial & Financial Close,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Document Preparation,,javascript:void(0),204,15,none,28,15,-215
4.1.04.04.02.00.00.00,4.1.04.04.00.00.00.00,Conforming Binding Commitments,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Document Preparation,,javascript:void(0),218,15,none,30,15,-230
4.1.04.04.03.00.00.00,4.1.04.04.00.00.00.00,Execute Agreements,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Document Preparation,,javascript:void(0),131,15,none,18,15,-141
4.1.04.04.04.00.00.00,4.1.04.04.00.00.00.00,Closing Agenda Documents,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Document Preparation,,javascript:void(0),174,15,none,24,15,-185
4.1.04.05.00.00.00.00,4.1.04.00.00.00.00.00,Bid Package Handover,18Final Bid package and agreement handover from Bid Team to Project Team,6-Pre-Construction / Bid Team; ,4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 9-Project Management Systems; 10-Document Control; 11-Procurement; ,steelblue,Action/Decision,,javascript:void(0),145,15,none,20,15,-155
4.1.04.06.00.00.00.00,4.1.04.00.00.00.00.00,Key Concerns Guidelines Manual Preparation,N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Header,,javascript:void(0),305,15,none,42,15,-319
4.1.04.06.01.00.00.00,4.1.04.06.00.00.00.00,Change Management Process,N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),182,15,none,25,15,-193
4.1.04.06.02.00.00.00,4.1.04.06.00.00.00.00,Time Constraints,N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),116,15,none,16,15,-126
4.1.04.06.03.00.00.00,4.1.04.06.00.00.00.00,Penalties (LD's),N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),116,15,none,16,15,-126
4.1.04.06.04.00.00.00,4.1.04.06.00.00.00.00,Obligations,N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),80,15,none,11,15,-88
4.1.04.06.05.00.00.00,4.1.04.06.00.00.00.00,Unusual Terms,N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),95,15,none,13,15,-103
4.1.04.06.06.00.00.00,4.1.04.06.00.00.00.00,Contractual Deliverables (KPI's),N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),233,15,none,32,15,-245
4.1.05.00.00.00.00.00,4.1.00.00.00.00.00.00,Legal,N/A; ,5-Legal; ,N/A; ,steelblue,Division,,javascript:void(0),36,15,none,5,15,-44
4.1.05.01.00.00.00.00,4.1.05.00.00.00.00.00,"""Document Preparation - DB, DE, O&M""",N/A; ,4-Commercial; ,5-Legal; ,steelblue,Header,,javascript:void(0),262,15,none,36,15,-275
4.1.05.01.01.00.00.00,4.1.05.01.00.00.00.00,Design-Build: Execution Phase Agreements,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Action/Decision,,javascript:void(0),291,15,none,40,15,-304
4.1.05.01.02.00.00.00,4.1.05.01.00.00.00.00,Design Engineer: Execution Phase Agreements,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Action/Decision,,javascript:void(0),313,15,none,43,15,-327
4.1.05.01.03.00.00.00,4.1.05.01.00.00.00.00,O&M: Execution Phase Agreements,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Action/Decision,,javascript:void(0),225,15,none,31,15,-237
4.1.05.02.00.00.00.00,4.1.05.00.00.00.00.00,RFI Support,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ",steelblue,Header,,javascript:void(0),80,15,none,11,15,-88
4.1.05.02.01.00.00.00,4.1.05.02.00.00.00.00,Support RFI from client,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",steelblue,Process,,javascript:void(0),167,15,none,23,15,-178
4.1.05.02.02.00.00.00,4.1.05.02.00.00.00.00,Provide further info as required,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; 19-Finance; ",steelblue,Process,,javascript:void(0),233,15,none,32,15,-245
4.1.05.03.00.00.00.00,4.1.05.00.00.00.00.00,Bid Package Handover,18Final Bid package and agreement handover from Bid Team to Project Team,6-Pre-Construction / Bid Team; ,4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 9-Project Management Systems; 10-Document Control; 11-Procurement; ,steelblue,Action/Decision,,javascript:void(0),145,15,none,20,15,-155
4.1.05.04.00.00.00.00,4.1.05.00.00.00.00.00,Document Preparation - Preferred Proponent,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Header,,javascript:void(0),305,15,none,42,15,-319
4.1.05.04.01.00.00.00,4.1.05.04.00.00.00.00,Commercial & Financial Close,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Document Preparation,,javascript:void(0),204,15,none,28,15,-215
4.1.05.04.02.00.00.00,4.1.05.04.00.00.00.00,Conforming Binding Commitments,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Document Preparation,,javascript:void(0),218,15,none,30,15,-230
4.1.05.04.03.00.00.00,4.1.05.04.00.00.00.00,Execute Agreements,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Document Preparation,,javascript:void(0),131,15,none,18,15,-141
4.1.05.04.04.00.00.00,4.1.05.04.00.00.00.00,Closing Agenda Documents,N/A; ,4-Commercial; ,5-Legal; ,steelblue,Document Preparation,,javascript:void(0),174,15,none,24,15,-185
4.1.05.05.00.00.00.00,4.1.05.00.00.00.00.00,Key Concerns Guidelines Manual Preparation,N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Header,,javascript:void(0),305,15,none,42,15,-319
4.1.05.05.01.00.00.00,4.1.05.05.00.00.00.00,Change Management Process,N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),182,15,none,25,15,-193
4.1.05.05.02.00.00.00,4.1.05.05.00.00.00.00,Time Constraints,N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),116,15,none,16,15,-126
4.1.05.05.03.00.00.00,4.1.05.05.00.00.00.00,Penalties (LD's),N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),116,15,none,16,15,-126
4.1.05.05.04.00.00.00,4.1.05.05.00.00.00.00,Obligations,N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),80,15,none,11,15,-88
4.1.05.05.05.00.00.00,4.1.05.05.00.00.00.00,Unusual Terms,N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),95,15,none,13,15,-103
4.1.05.05.06.00.00.00,4.1.05.05.00.00.00.00,Contractual Deliverables (KPI's),N/A; ,4-Commercial; 5-Legal; ,N/A; ,steelblue,Document Preparation,,javascript:void(0),233,15,none,32,15,-245
4.1.05.06.00.00.00.00,4.1.05.00.00.00.00.00,Prime contract execution,N/A; ,6-Pre-Construction / Bid Team; ,All;,red,Milestone,,javascript:void(0),174,15,none,24,15,-185
4.1.05.07.00.00.00.00,4.1.05.00.00.00.00.00,Finalize Subcontract templates,N/A; ,11-Procurement; ,5-Legal; ,steelblue,Action/Decision,,javascript:void(0),218,15,none,30,15,-230
4.1.06.00.00.00.00.00,4.1.00.00.00.00.00.00,Pre-Construction,N/A; ,6-Pre-Construction / Bid Team; ,N/A; ,steelblue,Division,,javascript:void(0),116,15,none,16,15,-126
4.1.06.01.00.00.00.00,4.1.06.00.00.00.00.00,Preparation of Bid Lessons Learned,N/A; ,3-Business Development; ,6-Pre-Construction / Bid Team; 7-Estimation; ,steelblue,Division,,javascript:void(0),247,15,none,34,15,-260
4.1.06.02.00.00.00.00,4.1.06.00.00.00.00.00,RFI Support,N/A; ,6-Pre-Construction / Bid Team; ,"2-Capital / Equity; 4-Commercial; 5-Legal; 7-Estimation; 8-Project Controls; 11-Procurement; 12-Risk Management; 13-Quality; 14-Human Ressources; 15-(HSSE) Health, Safety, Security Environment; 16-Engineering; 17-Construction & Project Management; 18-Operations & Maintenance; ",steelblue,Header,,javascript:void(0),80,15,none,11,15,-88
